x0,x1,x2,x3,x4,x5
1.6579471028986654,12.090323130500671,3.51987318337515,0.5434049417909654,10.182785176064057,7.401408367157394
1.2173454193918611,7.607387730087328,1.6932194907719635,0.27836938509379616,8.758949359018152,4.912978529466129
2.2268036842848113,13.483555135016765,3.2015129647567777,0.4245175907491331,15.398625761916014,9.09872865298523
2.756526924187434,20.654224902679072,6.0378731288731275,0.8447761323199037,16.795156482031107,11.14729397578911
0.31928268874696897,3.340782440889969,0.7272646793554656,0.004718856190972565,2.3431001353460754,2.0379738062554313
1.1840271642673041,5.309997337902475,0.7614690799551215,0.12156912078311422,8.732030663953818,5.359946436503112
2.590717070088166,16.729599538238947,4.027789718849408,0.6707490847267786,17.67654078235761,10.825723122708313
2.5051754498184624,18.514288771691074,5.077426970593025,0.8258527551050476,15.6164433376627,10.748848341802264
1.3645075408057665,7.821737488256174,1.5501318334523937,0.13670658968495297,9.991946855421507,6.397812923305512
2.03741881290501,15.358744498576753,4.194207060537378,0.57509332942725,12.641534517484242,8.417301598863668
2.858038741614471,20.106585398357826,5.5354342544495685,0.891321954312264,17.437528497371584,11.537941678227948
0.6440759930181917,7.120226481950475,2.2483853109898737,0.20920212211718958,3.2322725696039742,3.4084340511782187
1.0800456288059919,7.390335934183469,2.066182170575965,0.18532821955007506,6.755685226493654,4.439106281780081
0.4920874379544886,4.734533075428005,1.2460547196642682,0.10837689046425514,2.876167769486089,2.5184005941595298
1.4720345247040316,9.395139509533697,2.22646038011953,0.21969749262499216,10.476555430945607,6.538847295060032
2.938705156689601,22.01407129939642,6.584189101113005,0.9786237847073697,17.385157654828504,12.307345529899628
2.5342870667795907,19.207809357145035,5.651693503768062,0.8116831490893233,14.938799056114327,11.107622271910847
0.9391938411168524,6.5223153999871935,1.38371447517773,0.1719410127325942,6.997073826665227,4.577777605715307
2.4544833455352775,17.711095361336017,5.137354704732851,0.8162247487258399,15.471035765172216,10.509146751687801
1.4661496735022876,10.266256930941715,2.468962861141781,0.2740737470416992,10.130969165532195,6.835787780641219
1.8210021224427555,11.535179286923096,2.8738350694164927,0.4317041836631217,11.94632361795178,7.8368250522607275
3.069178343075119,22.13800768564467,6.003161532469571,0.9400298196223746,19.06460173705278,12.656927596496692
2.724143191016638,18.7470964196732,5.175031200487848,0.8176493787767274,17.421173619197784,11.569591048006462
1.0671421903836829,8.207335503478637,2.0427562059392788,0.3361119501208987,6.8888474349178335,4.578345607140327
1.4864211431410068,7.711894279974207,1.5704932446682447,0.17541045374233666,10.957822735091506,6.671634381230038
1.2794080736356634,9.766716398799696,2.6564228634134515,0.37283204628992317,8.071241686665642,5.678983827101178
0.8116231120660802,4.88145174629614,0.7850074233183412,0.005688507352573424,5.950141023642048,3.7038474894065643
1.1726930299456582,7.754037218839537,1.7155588690130317,0.25242635344484043,7.996872766010388,5.6149220392903345
2.516642441294157,19.178808650791776,5.326365729716026,0.7956625084732873,14.910925222678838,11.056054191614852
0.10240209444406168,2.320880152859866,0.6955890182340881,0.01525497124633901,1.0048001759097227,0.7455647282314546
1.993486349168366,14.312191353468162,4.078791511667514,0.5988433769284929,12.466585242501921,8.506428941070315
1.8582133391364457,13.724252467879591,3.855728082892668,0.6038045390428536,11.211267803456991,7.617124395590177
1.2176652644764379,5.556948573217642,0.7087592405466652,0.10514768541205632,9.228707858264038,5.58491571265484
